TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC	L3_PRIM	L3_SEC
matlo.	0	0	1	0	0	0

Ditlamo	0	0	0	0	1	0
tsotlhe	0	0	0	0	0	1
tsa	0	0	0	0	0	0
bojanala	0	0	0	0	0	1
go	0	0	0	0	0	0
tloga	0	0	0	0	0	0
go	1	0	0	0	0	0
matlo	0	0	0	1	0	0
a	0	0	0	0	0	0
mannye	0	0	1	0	0	1
a	0	0	0	0	0	0
baeng.	0	0	0	1	0	0

Go	0	0	0	0	0	0
fitlha	0	0	0	0	0	0
mo	0	0	0	0	0	0
ditlhopheng	0	0	0	0	1	0
tse	0	0	0	1	0	0
dikgolo	0	0	1	0	0	0
tsa	1	0	0	0	0	0
hotele.	0	0	0	1	0	1

Tse	0	0	0	1	0	0
di	0	0	0	1	0	0
nang	0	0	0	1	0	0
le	0	0	0	0	0	0
mafapha	0	0	0	0	1	0
a	0	0	0	0	0	0
tsona	0	0	0	0	0	0
a	1	0	0	0	0	0
kgwebo	0	0	0	0	0	0
di	0	0	1	0	0	0
ipapatsa	0	0	0	1	0	1
ka	0	0	0	0	0	0
tsela	0	0	0	0	0	0
nngwe.	0	0	0	0	0	1

Fa	0	0	0	0	0	0
motho	0	0	0	0	1	0
a	0	0	0	0	0	0
sa	0	0	0	0	0	0
bone	0	0	0	0	0	0
ayodine	0	0	0	0	0	0
e	0	0	0	1	0	1
e	1	0	1	0	0	0
lekaneng.	0	0	0	0	0	0

A	0	0	0	0	0	0
ka	0	0	0	0	0	0
nna	0	0	0	0	0	0
le	0	0	0	0	0	0
maemo	0	0	0	0	0	0
a	0	0	0	1	0	0
a	0	0	1	0	0	0
farologaneng	0	0	0	1	0	1
a	1	0	0	0	0	0
kakanyo	0	0	0	0	1	0
le	0	0	0	0	0	0
mmele.	0	0	0	0	0	0

A	0	0	0	1	0	0
a	0	0	0	1	0	0
itseweng	0	0	0	0	1	0
jaaka	0	0	0	0	0	1
tlhakatlhakano	0	0	1	0	0	1
ya	0	0	0	0	0	0
tlhaelo	0	0	0	0	0	1
ya	1	0	0	0	0	0
ayodine.	0	0	0	0	0	0

Seelo	0	0	0	0	0	0
sa	0	0	0	0	0	0
dikotsi	0	0	0	0	1	0
tsa	1	0	0	0	0	0
dintsho	0	0	0	0	0	1
mo	0	0	0	1	0	0
lephateng	0	0	0	1	0	0
la	0	0	0	0	0	0
malatlha	0	0	0	0	0	1
di	0	0	1	0	0	0
fokotsegile.	0	0	0	1	0	0

Mo	0	0	0	0	0	0
dingwageng	0	0	1	0	0	0
tse	0	0	0	0	0	1
di	0	0	0	0	0	0
mmalwa	0	0	0	1	1	0
tse	1	0	0	0	0	1
di	0	0	0	0	0	0
hulereng.	0	0	0	0	0	0

Mme	0	0	0	0	0	0
jaanong	0	0	0	0	0	1
di	0	0	0	1	0	0
fitlhile	0	0	0	1	0	0
mo	0	0	0	0	0	0
maemong	0	0	0	0	0	0
a	0	0	0	0	0	1
a	1	0	0	1	0	1
ka	0	0	0	1	1	0
tshwantshanngwang	0	0	1	0	0	1
le	0	0	0	0	0	0
a	0	0	0	0	0	0
boditšhatšhaba.	0	0	0	0	0	0

Setheo	0	0	1	0	1	0
se	1	0	0	1	0	0
itshetlegile	0	0	0	1	0	1
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
abeng	0	0	0	0	0	1
melato	0	0	0	0	0	0
ya	0	0	0	0	0	0
ditšhelete.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
go	0	0	0	0	0	0
adima	0	0	0	0	0	1
ditheo	0	0	0	0	1	0
tsa	1	0	0	0	0	0
matlo	0	0	1	0	0	1
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
tlhomilweng.	0	0	0	0	0	0

Ditlhopha	0	0	0	1	0	0
tse	1	0	0	1	0	0
di	0	0	0	1	0	0
sa	0	0	1	0	0	0
kgoneng	0	0	0	0	0	0
go	0	0	0	0	0	0
adima	0	0	0	0	0	1
kwa	0	0	0	0	0	0
dibankeng	0	0	0	0	1	0
le	0	0	0	0	0	0
go	0	0	0	0	0	0
rebolela	0	0	0	0	0	0
dibanka.	0	0	0	0	0	1

Matlole	0	0	0	0	0	1
a	0	0	0	0	0	0
go	0	0	0	0	0	0
thusa	0	0	0	0	0	1
ditlhopha	0	0	0	0	0	0
tse	1	0	0	0	0	0
di	0	0	0	0	0	0
humanegileng	0	0	0	1	0	0
mme	0	0	1	0	0	0
di	0	0	0	0	0	0
tlhoka	0	0	0	0	1	0
matlo.	0	0	0	0	0	1

Gape	0	0	1	0	0	1
go	0	0	0	1	0	0
tshwanetse	0	0	0	1	0	0
go	1	0	0	0	0	0
kgonega	0	0	0	0	1	0
gore	0	0	0	0	0	0
melato	0	0	0	0	0	0
e	0	0	0	0	0	0
romelwe.	0	0	0	0	0	0

Go	0	0	0	0	0	0
tswa	0	0	0	0	0	1
kgotlatshekelo	0	0	0	1	0	0
ya	0	0	0	1	0	0
semmuso	0	0	1	0	0	1
go	1	0	0	0	0	0
ya	0	0	0	0	0	0
lekgotleng	0	0	0	0	0	1
la	0	0	0	0	0	0
setso.	0	0	0	0	1	0

Fa	0	0	1	0	0	0
e	0	0	0	0	0	0
le	0	0	0	0	0	0
gore	0	0	0	0	0	1
go	1	0	0	0	0	0
ya	0	0	0	1	0	0
ka	0	0	0	1	0	0
motšhotšhisi.	0	0	0	0	1	0

Molato	0	0	0	1	0	0
oo	0	0	0	1	0	1
ke	0	0	0	1	0	0
o	0	0	0	1	0	0
o	0	0	0	1	0	0
tshwanetseng	0	0	0	0	0	0
go	1	0	0	0	0	0
sekwa	0	0	0	0	1	0
kwa	0	0	0	0	0	0
lekgotleng	0	0	0	0	0	1
la	0	0	0	0	0	0
setso.	0	0	1	0	0	0

Maikaelelo	0	0	0	0	0	0
a	0	0	0	0	0	0
letlole	0	0	0	0	1	0
leno	1	0	0	0	0	1
ke	0	0	1	0	0	0
go	0	0	0	0	0	0
thusa	0	0	0	0	0	0
mo	0	0	0	0	0	0
dikgwebo	0	0	0	0	0	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
eletsang.	0	0	0	1	0	1

Go	0	0	0	1	0	0
tsosolosa	0	0	0	1	0	1
ditiro	0	0	0	0	0	0
tsa	0	0	0	0	0	0
tsona	1	0	0	0	1	0
di	0	0	1	0	0	0
tlhaelang	0	0	0	0	0	0
tšhelete	0	0	0	0	0	0
ya	0	0	0	0	0	0
kolaterale.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
motlamedi	0	0	0	0	1	0
wa	0	0	0	0	0	0
selegae	0	0	0	0	0	0
yo	0	0	0	1	0	1
o	0	0	0	1	0	0
nang	0	0	0	1	0	1
le	0	0	0	0	0	0
laesense	0	0	0	0	0	0
a	1	0	0	1	0	0
ka	0	0	1	0	0	0
gana	0	0	0	1	0	1
kgotsa	0	0	0	0	0	0
a	0	0	0	0	0	0
diega.	0	0	0	0	0	0

Go	0	0	0	0	0	0
mo	0	0	0	0	0	0
tlamela	0	0	0	0	1	0
ka	0	0	0	0	0	0
motlakase	0	0	0	0	0	0
ntle	0	0	0	1	0	1
le	0	0	0	1	0	0
go	0	0	0	0	0	0
neela	0	0	0	0	0	1
tlhaloso	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
utlwagalang.	0	0	0	0	0	1

Kwa	0	0	0	0	0	0
motlhankeding	0	0	0	0	1	0
wa	0	0	0	0	0	0
sepodisi	0	0	0	0	0	0
seno	1	0	0	1	0	1
se	0	0	0	1	0	0
kaya	0	0	1	0	0	0
gore	0	0	0	0	0	0
o	0	0	0	1	0	0
tshwanetse	0	0	0	1	0	0
go	0	0	0	0	0	0
neela.	0	0	0	0	0	1

Motho	0	0	0	0	0	0
yo	0	0	0	0	0	0
o	0	0	0	0	0	0
tshwerweng	0	0	0	0	0	1
tšhono	0	0	0	1	1	0
go	1	0	0	0	0	0
golagana	0	0	0	0	0	0
le	0	0	0	0	0	0
go	0	0	0	0	0	0
otlhaya	0	0	1	0	0	1
mmelaelwa.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
boleng	0	0	0	0	0	0
jwa	1	0	0	0	0	1
diromelwa	0	0	0	0	0	1
bo	0	0	0	1	0	0
wela	0	0	1	0	1	0
ka	0	0	0	0	0	0
fa	0	0	0	0	0	0
tlase	0	0	0	0	0	1
ga	0	0	0	0	0	0
tekanyo.	0	0	0	0	0	0

Ya	0	0	0	0	0	0
diranta	0	0	0	0	0	0
tse	0	0	0	0	0	0
tharo	0	0	1	0	0	1
ka	0	0	0	0	0	0
ngwaga.	0	0	0	0	0	1
fa	0	0	0	0	0	0
o	0	0	0	0	0	0
tlogela	0	0	0	0	0	0
go	1	0	0	0	0	0
tswelela	0	0	0	0	0	0
mo	0	0	0	1	0	0
dikgwebong	0	0	0	1	0	0
tsotlhe.	0	0	0	0	1	0

e	0	0	0	1	0	1
bile	0	0	0	1	0	1
o	0	0	0	0	0	0
ka	0	0	0	0	0	0
se	0	0	0	0	0	0
tswelele	0	0	0	1	1	0
go	0	0	0	0	0	0
nngwe	1	0	1	0	0	1
ya	0	0	0	0	0	0
tse	0	0	0	0	0	0
dingwe	0	0	0	0	0	0
tsa	0	0	0	0	0	0
dikgwebo.	0	0	0	0	0	0

Mo	0	0	0	0	0	0
dikgweding	0	0	0	0	0	0
tsa	0	0	0	0	0	0
morago	0	0	1	0	0	0
ga	0	0	0	0	0	0
letlha	0	0	0	0	1	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
beilweng.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
o	0	0	0	0	0	0
dirileng	0	0	0	0	0	0
kopo	0	0	0	1	0	1
ya	1	0	0	1	0	0
boikwadiso	0	0	0	1	0	1
o	0	0	0	0	0	0
solofetse	0	0	1	0	1	0
go	0	0	0	0	0	0
simolola	0	0	0	0	0	0
kgwebo.	0	0	0	0	0	0

Fela	0	0	0	1	1	0
o	0	0	0	1	0	0
ise	0	0	1	0	0	1
o	1	0	0	0	0	0
simolole	0	0	0	0	0	0
kgwebo	0	0	0	0	0	0
eo.	0	0	0	0	0	1

Fa	0	0	0	0	0	0
motlhankedi	0	0	0	1	0	0
a	0	0	0	1	0	0
rebola	0	0	0	1	1	0
setifikeiti	0	0	0	0	0	0
ka	1	0	0	1	0	0
ntlha	0	0	1	0	0	1
ya	0	0	0	0	0	0
dikeleko	0	0	0	0	0	1
tsa	0	0	0	0	0	0
sebele	0	0	0	0	0	0
ka	0	0	0	1	0	0
motsi	0	0	0	1	0	1
wa	0	0	0	0	0	0
tlhatlhobo.	0	0	0	0	0	1

Kgotsa	0	0	0	0	0	1
ka	0	0	0	0	0	0
ntlha	0	0	0	0	1	0
ya	0	0	0	0	0	0
tshedimosetso	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
amogetsweng	0	0	0	1	0	1
mo	0	0	0	1	0	1
molwetseng.	0	0	0	1	0	0

e	0	0	0	0	0	1
bile	0	0	0	0	0	1
e	0	0	0	0	0	0
ikaegile	0	0	0	0	1	0
ka	0	0	0	0	0	0
mabaka	0	0	0	0	0	0
a	1	0	0	1	0	1
a	0	0	1	0	0	1
amogelesegang	0	0	0	1	0	0
a	0	0	0	0	0	0
boitekanelo.	0	0	0	0	0	0

Mongwe	0	0	0	0	0	0
le	0	0	0	0	0	0
mongwe	1	0	0	0	0	0
yo	0	0	0	0	0	0
o	0	0	0	0	0	0
fisegang	0	0	0	0	0	0
ka	0	0	0	1	0	0
ga	0	0	1	0	1	0
tshireletso	0	0	0	1	0	1
ya	0	0	0	0	0	0
tikologo.	0	0	0	0	0	0

A	0	0	0	1	0	0
ka	1	0	0	1	1	0
dira	0	0	1	0	0	0
kopo	0	0	0	0	0	1
ya	0	0	0	0	0	0
kgotlatshekelo	0	0	0	0	0	1
kgotsa	0	0	0	0	0	0
a	0	0	0	0	0	0
ka	0	0	0	0	0	0
dira.	0	0	0	1	0	1

Jaaka	0	0	0	0	0	1
motšhotšhisi	0	0	0	0	1	0
wa	0	0	0	0	0	0
tsa	1	0	0	0	0	0
bosenyi	0	0	0	0	0	1
go	0	0	0	1	0	0
gatelela	0	0	1	0	0	0
ditshwanelo	0	0	0	1	0	1
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
mabapi	0	0	0	0	0	0
le	0	0	0	0	0	0
tikologo	0	0	0	1	0	1
le	0	0	0	0	0	0
melao.	0	0	0	0	0	0

Gape	0	0	0	0	0	0
motho	0	0	0	0	0	0
yo	0	0	0	1	0	1
a	0	0	0	1	0	0
ka	0	0	0	1	0	0
busediwa	0	0	0	1	1	0
ditshenyegelo	0	0	1	0	0	1
tsa	1	0	0	0	0	0
ditsamaiso	0	0	0	0	0	1
tsa	0	0	0	0	0	0
kgotlatshekelo.	0	0	0	0	0	0

o	0	0	0	1	0	0
ka	0	0	0	0	0	0
nna	0	0	0	1	0	0
wa	0	0	0	0	0	0
pateletswa	0	0	0	0	1	0
go	0	0	0	1	0	0
duela	0	0	0	1	0	1
lekgetho	0	0	0	0	0	1
le	1	0	0	1	0	0
lengwe	0	0	0	1	0	0
gape	0	0	0	1	0	0
le	0	0	0	1	0	0
le	0	0	1	0	0	0
tshwanetseng	0	0	0	0	0	1
sars	0	0	0	0	0	1

Fa	0	0	0	0	0	0
e	0	0	0	0	0	0
le	0	0	0	0	0	0
gore	0	0	0	0	0	0
lekgetho	0	0	0	0	0	1
la	0	0	0	0	0	0
gago	0	0	0	0	0	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
lekanyeditsweng	0	0	0	1	0	1
le	0	0	0	0	0	0
ka	0	0	1	0	0	0
fa	0	0	0	0	0	0
tlase	0	0	0	0	1	0
ga	0	0	0	1	0	0
diperesente	0	0	0	0	0	0
tse	0	0	0	0	0	0
masome	0	0	0	0	0	0
a	0	0	0	0	0	0
robongwe.	0	0	0	0	0	0

Ya	0	0	0	0	0	0
lotseno	0	0	0	0	1	0
lwa	1	0	0	0	0	0
gago	0	0	0	1	0	1
le	0	0	0	0	0	0
go	0	0	0	0	0	0
ntshiwang	0	0	1	0	0	1
lekgetho	0	0	0	0	0	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
lona.	0	0	0	0	0	0

Mme	0	0	0	0	0	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
ka	0	0	0	1	0	0
fa	0	0	0	1	0	0
tlase	0	0	1	0	1	0
ga	0	0	0	0	0	0
kgoboko	0	0	0	0	0	1
ya	0	0	0	0	0	0
gago	0	0	0	0	0	1
motheo.	0	0	0	0	0	1

Ngakane	0	0	0	1	1	0
o	0	0	0	1	0	0
ne	0	0	0	1	0	0
a	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
lekgarebe	0	0	0	1	0	0
mme	0	0	1	0	0	1
a	0	0	0	0	0	0
sa	0	0	0	1	0	0
ikaelela	0	0	0	1	0	0
go	0	0	0	0	0	0
nna	0	0	0	0	0	0
le	1	0	0	0	0	0
basadi	0	0	0	0	0	0
ba	0	0	0	0	0	0
babedi.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
Thabo	0	0	0	0	0	1
ena	0	0	0	1	0	1
a	0	0	0	1	0	0
ne	0	0	0	1	0	0
a	1	0	0	1	0	0
se	0	0	0	1	0	0
na	0	0	0	1	0	0
bothata	0	0	0	1	1	0
go	0	0	0	0	0	0
nna	0	0	1	0	0	0
mosadi	0	0	0	0	0	0
wa	0	0	0	0	0	0
bobedi.	0	0	0	0	0	0

Mo	0	0	0	0	0	0
dikantorong	0	0	0	0	0	0
tsa	0	0	0	0	0	0
kgaolotlhopo	0	0	1	0	0	1
go	0	0	0	0	0	0
kgabaganya	1	0	0	1	1	0
naga	0	0	0	0	0	0
kgotsa	0	0	0	0	0	0
Palamente.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
o	0	0	0	0	0	0
batla	0	0	0	0	0	0
go	0	0	0	1	0	0
iponela	0	0	1	0	0	1
tshegetso	0	0	0	0	1	0
ya	0	0	0	0	0	0
bona.	1	0	0	0	0	0

Ka	0	0	0	0	0	0
ntlha	0	0	0	0	0	1
e	0	0	0	1	0	0
e	0	0	0	1	0	0
go	0	0	0	1	0	0
tshwenyang	0	0	1	0	0	1
kgotsa	0	0	0	0	0	0
fa	0	0	0	0	0	0
o	0	0	0	0	0	0
tlhoka	0	0	0	0	0	0
thuso	0	0	0	0	1	0
ka	1	0	0	0	0	0
bothata	0	0	0	0	0	0
jo	0	0	0	0	0	0
bo	0	0	0	0	0	0
rileng.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
e	0	0	0	0	0	0
le	0	0	0	0	0	0
gore	0	0	0	0	0	1
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
mananeo	0	0	0	0	0	0
a	0	0	0	0	0	0
lekgetho	0	0	0	0	0	0
a	0	0	0	1	0	0
a	1	0	1	0	1	0
saletseng	0	0	0	1	0	0
kwa	0	0	0	0	0	1
morago.	0	0	0	0	0	1

Kgotsa	0	0	1	0	1	0
fa	0	0	0	0	0	0
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
dituelo	0	0	0	1	0	0
tsa	0	0	0	0	0	0
lekgetho	0	0	0	1	0	0
tse	0	0	0	0	0	0
di	1	0	0	0	0	0
saletseng	0	0	0	1	0	0
kwa	0	0	0	0	0	1
morago.	0	0	0	0	0	1

Fa	0	0	0	0	0	0
e	0	0	0	0	0	0
le	0	0	0	0	0	0
gore	0	0	0	0	0	1
o	0	0	0	0	0	0
amogela	0	0	0	0	0	0
tuelo	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
kgethegileng	0	0	0	1	1	0
go	0	0	0	1	0	0
tswa	0	0	0	1	0	0
mo	0	0	0	1	0	0
nageng	0	0	0	1	0	0
eno.	0	0	0	0	0	1

Mme	0	0	0	0	0	0
tuelo	0	0	0	0	0	0
eno	0	0	1	0	0	1
e	0	0	0	0	0	0
tlhaga	0	0	0	0	1	0
go	1	0	0	0	0	0
bapa	0	0	0	0	0	0
le	0	0	0	0	0	0
khoutu	0	0	0	0	0	1
ya	0	0	0	0	0	0
motswedi	0	0	0	0	0	0
wa	0	0	0	0	0	0
madi.	0	0	0	0	0	0

o	0	0	0	0	0	0
ka	0	0	0	0	0	0
dira	0	0	0	0	0	1
topo	0	0	1	0	1	0
ya	1	0	0	1	0	0
madi	0	0	0	1	0	0
a	0	0	0	0	0	0
ditshenyegelo.	0	0	0	0	0	0

Wena	0	0	0	0	0	1
le	0	0	0	0	0	0
ngwana	0	0	0	0	0	0
wa	0	0	0	0	0	0
gago	0	0	0	0	0	0
le	1	0	0	1	0	0
bewa	0	0	1	0	0	1
leitlho.	0	0	0	0	1	0

Ka	0	0	0	0	0	0
dinako	0	0	0	1	0	1
tsotlhe	0	0	1	0	1	0
ka	1	0	0	0	0	0
nako	0	0	0	0	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
belega.	0	0	0	0	0	0

e	0	0	0	1	0	1
bile	0	0	0	1	1	0
badiri	0	0	0	0	0	0
ba	0	0	0	0	0	0
tsa	0	0	0	0	0	0
boitekanelo	0	0	0	1	0	1
ba	0	0	0	1	0	0
ba	0	0	0	1	0	0
katisitsweng	0	0	0	1	0	0
ba	1	0	0	0	0	0
teng.	0	0	1	0	0	1

Go	0	0	0	0	0	0
go	1	0	0	0	0	0
thusa	0	0	1	0	1	0
fa	0	0	0	0	0	0
o	0	0	0	0	0	0
itemogela	0	0	0	1	0	1
matsapa.	0	0	0	0	0	1

Gore	0	0	0	0	0	0
go	0	0	0	0	0	0
nne	0	0	0	0	0	0
le	0	0	0	0	0	0
setlhopha	0	0	0	0	1	0
se	0	0	0	1	0	0
le	0	0	0	1	0	0
sengwe	0	0	1	0	0	0
sa	0	0	0	0	0	0
melao	0	0	0	0	0	0
se	0	0	0	0	0	0
se	1	0	0	0	0	0
tla	0	0	0	0	0	1
dirang	0	0	0	0	0	0
bosetšhaba.	0	0	0	0	0	1

e	0	0	0	0	0	0
seng	0	0	0	0	0	1
jaaka	0	0	1	0	1	0
melao	0	0	0	0	0	0
ya	0	0	0	1	0	0
rephaboliki	0	0	0	1	0	0
ya	0	0	0	0	0	0
Aforika	0	0	0	0	0	1
Borwa	0	0	0	0	0	0
ya	1	0	0	0	0	0
maloba.	0	0	0	0	0	0

Le	0	0	0	0	0	0
melao	0	0	0	0	0	0
ya	0	0	0	0	0	0
dinagamagae	0	0	0	0	0	1
e	0	0	0	1	0	0
e	0	0	1	0	0	0
neng	0	0	0	1	1	0
e	1	0	0	0	0	0
dira	0	0	0	0	0	1
ka	0	0	0	0	0	0
morero	0	0	0	0	0	0
o	0	0	0	1	0	0
le	0	0	0	1	0	0
mongwe.	0	0	0	1	0	0

O	0	0	0	1	0	1
o	0	0	0	1	0	0
diragalang	0	0	0	0	0	0
mo	0	0	0	0	0	0
dikarolong	0	0	0	0	0	0
tse	0	0	0	1	1	0
di	0	0	1	0	0	0
farologaneng	0	0	0	0	0	0
tsa	1	0	0	0	0	1
naga.	0	0	0	0	0	0

Morago	0	0	0	1	0	0
fela	0	0	1	0	0	1
ga	0	0	0	0	0	0
kete	0	0	0	0	0	1
borobongwe,	0	0	0	0	0	0
masome	0	0	0	0	0	1
a	0	0	0	0	0	0
robongwe	0	0	0	0	0	0
le	0	0	0	0	0	0
bone	0	0	0	0	0	0
mafapha	0	0	0	0	1	0
a	1	0	0	1	0	0
mantsi.	0	0	0	1	0	0

A	0	0	0	0	0	0
bosetšhaba	0	0	0	1	1	0
a	0	0	0	0	0	0
ne	0	0	0	0	0	0
a	1	0	0	0	0	0
rotloetsa	0	0	1	0	0	1
molao	0	0	0	0	0	0
wa	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhalosa	0	0	0	0	0	0
melao.	0	0	0	0	0	0

A	0	0	0	1	1	0
a	0	0	0	1	0	0
neng	0	0	1	0	0	1
a	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
maikarabelo	0	0	0	0	0	1
a	1	0	0	0	0	0
yona.	0	0	0	0	0	0

Melao	0	0	1	0	0	0
ya	0	0	0	0	0	0
dinagamagae	0	0	0	0	0	0
tsa	0	0	0	0	0	1
maloba	0	0	0	0	0	0
le	0	0	0	0	0	0
melao	0	0	0	0	0	0
ya	0	0	0	0	0	0
Rephaboliki	0	0	0	0	1	0
ya	0	0	0	0	0	0
Aforika	0	0	0	0	0	1
Borwa	0	0	0	0	0	0
ya	1	0	0	0	0	0
maloba.	0	0	0	0	0	0

Mo	0	0	0	1	0	1
lenyalong	0	0	0	0	0	0
la	0	0	0	0	0	0
gagwe	0	0	0	1	0	1
la	1	0	0	0	0	0
bobedi	0	0	0	1	0	0
motlhadiwa	0	0	1	0	1	0
a	0	0	0	0	0	0
ka	0	0	0	0	0	0
lalediwa.	0	0	0	0	0	0

Ke	0	0	0	0	1	0
monna	0	0	0	0	0	0
wa	0	0	0	0	0	0
gagwe	0	0	0	0	0	1
wa	0	0	0	0	0	0
bobedi	0	0	0	1	0	0
go	0	0	0	1	0	0
tla	0	0	1	0	0	1
le	0	0	0	1	0	0
bana	0	0	0	0	0	0
ba	0	0	0	0	0	0
gagwe	1	0	0	0	0	0
mo	0	0	0	0	0	0
lenyalong.	0	0	0	0	0	0

Bana	0	0	0	1	1	0
ba	0	0	0	1	0	0
a	0	0	0	1	0	0
ba	0	0	0	1	0	0
belegeng	0	0	0	1	0	1
fa	0	0	0	0	0	1
a	1	0	0	0	0	0
ne	0	0	0	0	0	0
a	0	0	0	0	0	0
sa	0	0	0	1	0	0
ntse	0	0	1	0	0	1
a	0	0	0	0	0	0
tshela.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
fa	0	0	0	0	0	0
tlase	0	0	0	0	1	0
ga	0	0	0	0	0	0
tlhokomelo	0	0	0	0	0	1
ya	0	0	0	1	0	0
rraagwe	0	0	0	1	0	1
morago	0	0	1	0	0	0
ga	1	0	0	0	0	0
go	0	0	0	0	0	0
boela	0	0	0	0	0	0
gae	0	0	0	0	0	0
go	0	0	0	0	0	0
tswa	0	0	0	0	0	1
lenyalong	0	0	0	0	0	0
la	0	0	0	0	0	0
gagwe	0	0	0	0	0	0
la	0	0	0	0	0	0
ntlha.	0	0	0	1	0	1

Ka	0	0	0	0	0	0
fa	0	0	0	0	0	0
tlase	0	0	0	0	0	1
ga	0	0	0	0	0	0
mabaka	0	0	0	0	0	0
a	0	0	0	0	0	0
gore	0	0	0	0	0	0
monna	0	0	0	1	0	0
o	0	0	0	1	0	0
mo	1	0	0	1	0	0
tsaya	0	0	1	0	1	0
le	0	0	0	1	0	0
dinamane.	0	0	0	1	0	0

Tsa	0	0	0	1	1	0
gagwe	1	0	1	0	0	0
go	0	0	0	0	0	0
tsena	0	0	0	0	0	1
mo	0	0	0	0	0	0
lenyalong.	0	0	0	0	0	0

Banta	0	0	0	1	1	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
bohibidu	0	0	0	0	0	0
jo	0	0	0	0	0	0
bo	0	0	0	0	0	0
mokgona	0	0	0	0	0	1
e	0	0	0	1	0	0
e	1	0	1	0	0	0
kwa	0	0	0	1	0	1
godimo.	0	0	0	0	0	0

Le	0	0	0	0	0	0
banta	0	0	0	0	1	0
e	0	0	0	0	0	0
botala	0	0	0	0	0	1
jwa	0	0	0	0	0	0
loapi	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
kwa	0	0	0	1	0	0
tlase.	0	0	0	0	0	1

Ka	0	0	0	0	0	0
khutlotharo	0	0	0	0	0	1
e	0	0	0	1	0	0
ntsho	0	0	1	0	0	1
kwa	1	0	0	0	0	0
setsholetsa,	0	0	0	1	1	0
folageng.	0	0	0	0	0	0

Mo	0	0	0	0	0	0
godimo	0	0	0	0	0	0
ga	1	0	0	0	0	0
meralo	0	0	1	0	1	0
ya	0	0	0	0	0	0
dikarolwana.	0	0	0	0	0	0

Go	0	0	0	1	0	0
lesela	0	0	0	1	1	0
la	0	0	0	0	0	0
botala	0	0	0	0	0	0
jwa	0	0	0	0	0	1
tlhaga	0	0	1	0	0	1
jo	1	0	0	0	0	0
bo	0	0	0	0	0	0
leng	0	0	0	0	0	0
nngwe.	0	0	0	1	0	1

Go	0	0	0	0	0	0
tharong	0	0	1	0	1	0
ya	1	0	0	0	0	0
bophara	0	0	0	1	0	1
jwa	0	0	0	0	0	0
folaga.	0	0	0	0	0	0

Bosweu	0	0	0	1	1	0
bo	0	0	0	0	0	0
dirang	0	0	0	0	0	0
molelwane	0	0	0	0	0	0
gareng	0	0	0	0	0	1
ga	0	0	0	1	0	0
bohibidu	0	0	1	0	0	1
jo	0	0	0	0	0	0
bo	1	0	0	0	0	0
mokgona.	0	0	0	1	0	0

Le	0	0	0	0	0	0
botala	0	0	0	0	0	1
jwa	0	0	0	0	0	0
loapi	0	0	0	0	0	0
mme	0	0	0	1	0	1
mmala	0	0	1	0	1	0
o	0	0	0	1	0	0
o	0	0	0	1	0	0
serolwana	0	0	0	1	0	0
o	1	0	0	0	0	0
ikaegile.	0	0	0	1	0	0

Khutlotharo	0	0	0	0	0	1
e	0	0	0	1	0	0
ntsho	0	0	1	0	1	0
kwa	1	0	0	1	0	0
setsholetsing.	0	0	0	0	0	0

Mme	0	0	0	0	0	0
bophara	0	0	0	1	1	0
jwa	0	0	0	0	0	0
lesela	0	0	0	1	0	1
le	0	0	0	1	0	0
molelwane	0	0	0	0	0	0
wa	1	0	0	0	0	0
